,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
1044,1654734375,27.123,51.1,13,400,13036,19940,939.776,0.37,0.39,2.57,0.401,0.009,1044,0
1045,1654734376,27.123,50.96,0,400,13041,19943,939.783,0.37,0.39,2.57,0.401,0.009,1045,0
1046,1654734377,27.123,50.78,7,400,13047,19953,939.784,0.37,0.39,2.56,0.399,0.009,1046,0
1047,1654734378,27.122,50.63,6,400,13046,19949,939.767,0.37,0.38,2.54,0.395,0.009,1047,0
1048,1654734379,27.122,50.52,11,400,13043,19937,939.775,0.37,0.39,2.58,0.402,0.009,1048,0
1049,1654734380,27.122,50.39,13,400,13040,19934,939.779,0.37,0.39,2.58,0.402,0.009,1049,0
1050,1654734381,27.122,50.3,5,400,13038,19942,939.774,0.36,0.38,2.51,0.391,0.009,1050,0
1051,1654734382,27.122,50.14,10,400,13044,19944,939.785,0.38,0.39,2.61,0.406,0.009,1051,0
1052,1654734383,27.122,50.08,5,400,13050,19948,939.776,0.38,0.4,2.62,0.408,0.009,1052,0
1053,1654734384,27.121,49.91,8,400,13043,19949,939.771,0.36,0.37,2.46,0.384,0.009,1053,0
1054,1654734385,27.121,49.87,1,400,13046,19948,939.771,0.35,0.37,2.43,0.379,0.009,1054,0
1055,1654734386,27.121,49.84,13,400,13044,19950,939.771,0.36,0.37,2.47,0.385,0.009,1055,0
1056,1654734387,27.121,49.75,9,400,13046,19945,939.776,0.37,0.38,2.52,0.392,0.009,1056,0
1057,1654734388,27.12,49.59,33,400,13023,19925,939.767,0.37,0.38,2.53,0.395,0.009,1057,0
1058,1654734389,27.12,50.47,35,400,13023,19914,939.769,0.39,0.4,2.67,0.417,0.009,1058,0
1059,1654734390,27.12,51.15,28,400,13023,19920,939.775,0.41,0.42,2.8,0.437,0.01,1059,0
1060,1654734391,27.12,51.76,25,400,13026,19927,939.772,0.41,0.42,2.81,0.438,0.01,1060,0
1061,1654734392,27.119,52.79,22,400,13029,19925,939.782,0.4,0.42,2.78,0.433,0.01,1061,0
1062,1654734393,27.119,53.28,24,400,13034,19931,939.785,0.4,0.42,2.78,0.434,0.01,1062,0
1063,1654734394,27.119,53.68,22,400,13027,19926,939.783,0.39,0.41,2.71,0.422,0.01,1063,0
1064,1654734395,27.118,54.06,15,400,13034,19925,939.793,0.38,0.4,2.64,0.412,0.009,1064,0
1065,1654734396,27.118,54.43,25,400,13036,19934,939.789,0.36,0.37,2.47,0.385,0.009,1065,0
1066,1654734397,27.118,54.72,22,400,13031,19922,939.795,0.34,0.36,2.37,0.37,0.008,1066,0
1067,1654734398,27.117,55.18,22,400,13031,19928,939.79,0.32,0.33,2.18,0.34,0.008,1067,0
1068,1654734399,27.117,55.4,19,400,13035,19925,939.793,0.31,0.32,2.15,0.335,0.008,1068,0
1069,1654734400,27.116,55.62,22,400,13031,19930,939.799,0.31,0.32,2.13,0.332,0.008,1069,0
1070,1654734401,27.116,55.79,15,400,13036,19933,939.797,0.3,0.31,2.04,0.319,0.007,1070,0
1071,1654734402,27.116,56.0,16,400,13036,19931,939.808,0.3,0.31,2.03,0.317,0.007,1071,0
1072,1654734403,27.115,56.07,17,400,13040,19932,939.803,0.3,0.31,2.06,0.321,0.007,1072,0
1073,1654734404,27.115,56.23,26,400,13033,19923,939.813,0.31,0.32,2.12,0.331,0.007,1073,0
1074,1654734405,27.114,56.35,22,400,13033,19930,939.806,0.31,0.32,2.12,0.33,0.007,1074,0
1075,1654734406,27.114,56.48,8,400,13046,19942,939.805,0.32,0.34,2.23,0.348,0.008,1075,0
1076,1654734407,27.113,56.69,14,400,13034,19936,939.818,0.32,0.33,2.19,0.342,0.008,1076,0
1077,1654734408,27.113,56.75,24,400,13036,19928,939.807,0.31,0.32,2.14,0.334,0.008,1077,0
1078,1654734409,27.112,56.82,7,400,13045,19942,939.798,0.29,0.3,2.01,0.314,0.007,1078,0
1079,1654734410,27.112,56.9,12,400,13042,19941,939.799,0.28,0.29,1.93,0.302,0.007,1079,0
1080,1654734411,27.111,56.97,8,400,13041,19935,939.797,0.26,0.27,1.77,0.276,0.006,1080,0
1081,1654734412,27.111,57.0,10,400,13041,19937,939.801,0.25,0.26,1.73,0.27,0.006,1081,0
1082,1654734413,27.11,57.06,25,400,13041,19933,939.792,0.24,0.25,1.63,0.254,0.006,1082,0
1083,1654734414,27.11,57.27,0,400,13061,19957,939.788,0.23,0.24,1.57,0.245,0.006,1083,0
1084,1654734415,27.109,56.97,0,400,13062,19963,939.787,0.21,0.22,1.44,0.224,0.005,1084,0
1085,1654734416,27.109,56.25,0,400,13062,19956,939.79,0.2,0.21,1.37,0.214,0.005,1085,0
1086,1654734417,27.108,55.46,0,400,13062,19959,939.793,0.2,0.21,1.4,0.219,0.005,1086,0
1087,1654734418,27.107,54.8,0,400,13058,19961,939.799,0.21,0.22,1.46,0.228,0.005,1087,0
1088,1654734419,27.107,54.15,0,400,13061,19961,939.795,0.22,0.22,1.49,0.232,0.005,1088,0
1089,1654734420,27.106,53.64,0,400,13055,19952,939.791,0.23,0.24,1.58,0.246,0.006,1089,0
1090,1654734421,27.106,53.13,3,400,13055,19955,939.787,0.24,0.25,1.64,0.255,0.006,1090,0
1091,1654734422,27.105,52.69,0,400,13058,19964,939.782,0.24,0.25,1.68,0.261,0.006,1091,0
1092,1654734423,27.104,52.33,0,400,13061,19962,939.77,0.24,0.25,1.67,0.26,0.006,1092,0
1093,1654734424,27.104,51.76,3,400,13056,19957,939.755,0.23,0.24,1.56,0.243,0.005,1093,0
1094,1654734425,27.103,51.49,0,400,13060,19958,939.764,0.22,0.23,1.54,0.24,0.005,1094,0
1095,1654734426,27.102,51.27,0,400,13048,19953,939.755,0.22,0.23,1.51,0.235,0.005,1095,0
1096,1654734427,27.102,51.07,4,400,13048,19957,939.757,0.21,0.22,1.43,0.222,0.005,1096,0
1097,1654734428,27.101,50.9,3,400,13057,19962,939.758,0.2,0.21,1.37,0.214,0.005,1097,0
1098,1654734429,27.1,50.72,11,400,13050,19955,939.756,0.19,0.2,1.32,0.206,0.005,1098,0
1099,1654734430,27.099,50.54,5,400,13055,19954,939.74,0.17,0.18,1.2,0.187,0.004,1099,0
1100,1654734431,27.099,50.47,13,400,13050,19951,939.751,0.17,0.18,1.19,0.186,0.004,1100,0
1101,1654734432,27.098,50.3,12,400,13055,19953,939.753,0.18,0.19,1.24,0.193,0.004,1101,0
1102,1654734433,27.097,50.23,12,400,13053,19942,939.756,0.18,0.19,1.23,0.192,0.004,1102,0
1103,1654734434,27.096,50.09,16,400,13047,19940,939.755,0.18,0.19,1.25,0.195,0.004,1103,0
1104,1654734435,27.096,49.98,12,400,13051,19954,939.754,0.18,0.19,1.26,0.196,0.004,1104,0
1105,1654734436,27.095,49.91,12,400,13051,19946,939.746,0.23,0.23,1.55,0.242,0.005,1105,0
1106,1654734437,27.094,49.81,15,400,13055,19950,939.74,0.25,0.26,1.73,0.27,0.006,1106,0
1107,1654734438,27.093,49.79,9,400,13048,19947,939.737,0.28,0.29,1.94,0.302,0.007,1107,0
1108,1654734439,27.092,49.71,16,400,13052,19944,939.729,0.29,0.3,1.99,0.31,0.007,1108,0
1109,1654734440,27.091,49.59,16,400,13052,19940,939.736,0.33,0.34,2.24,0.35,0.008,1109,0
1110,1654734441,27.091,49.54,11,400,13053,19938,939.745,0.33,0.35,2.3,0.359,0.008,1110,0
1111,1654734442,27.09,49.66,46,400,13029,19915,939.758,0.33,0.35,2.3,0.358,0.008,1111,0
1112,1654734443,27.089,50.85,28,400,13037,19925,939.745,0.32,0.33,2.22,0.346,0.008,1112,0
1113,1654734444,27.088,52.02,28,400,13041,19929,939.744,0.3,0.31,2.05,0.319,0.007,1113,0
1114,1654734445,27.087,52.5,29,400,13038,19937,939.729,0.29,0.31,2.02,0.315,0.007,1114,0
1115,1654734446,27.086,52.99,25,400,13041,19934,939.735,0.31,0.32,2.11,0.33,0.007,1115,0
1116,1654734447,27.085,53.43,22,400,13036,19930,939.75,0.31,0.32,2.12,0.33,0.007,1116,0
1117,1654734448,27.084,53.83,28,400,13041,19941,939.759,0.31,0.32,2.11,0.329,0.007,1117,0
1118,1654734449,27.083,54.15,19,400,13039,19926,939.756,0.31,0.32,2.1,0.328,0.007,1118,0
1119,1654734450,27.082,54.44,25,400,13046,19931,939.764,0.34,0.35,2.32,0.361,0.008,1119,0
1120,1654734451,27.082,54.72,35,400,13050,19939,939.757,0.35,0.36,2.41,0.375,0.008,1120,0
1121,1654734452,27.081,54.97,26,400,13042,19926,939.757,0.37,0.38,2.52,0.393,0.009,1121,0
1122,1654734453,27.08,55.16,24,400,13043,19938,939.764,0.37,0.38,2.55,0.397,0.009,1122,0
1123,1654734454,27.079,55.34,28,400,13051,19940,939.758,0.38,0.39,2.61,0.407,0.009,1123,0
1124,1654734455,27.078,55.56,30,400,13045,19937,939.748,0.38,0.39,2.6,0.405,0.009,1124,0
1125,1654734456,27.077,55.7,20,400,13045,19936,939.755,0.38,0.4,2.64,0.412,0.009,1125,0
1126,1654734457,27.075,55.88,15,400,13052,19937,939.753,0.38,0.4,2.65,0.412,0.009,1126,0
1127,1654734458,27.074,56.03,27,400,13048,19934,939.748,0.38,0.4,2.62,0.409,0.009,1127,0
1128,1654734459,27.073,56.21,11,400,13048,19936,939.755,0.35,0.37,2.43,0.38,0.009,1128,0
1129,1654734460,27.072,56.33,16,400,13047,19934,939.741,0.33,0.34,2.26,0.352,0.008,1129,0
1130,1654734461,27.071,56.47,17,400,13055,19942,939.73,0.3,0.31,2.06,0.321,0.007,1130,0
1131,1654734462,27.07,56.56,21,400,13050,19939,939.739,0.33,0.35,2.3,0.359,0.008,1131,0
1132,1654734463,27.069,56.66,20,400,13052,19937,939.744,0.36,0.37,2.47,0.385,0.009,1132,0
1133,1654734464,27.068,56.74,17,400,13054,19955,939.752,0.38,0.39,2.59,0.404,0.009,1133,0
1134,1654734465,27.067,56.79,19,400,13048,19944,939.752,0.38,0.39,2.6,0.405,0.009,1134,0
1135,1654734466,27.066,56.86,19,400,13047,19938,939.757,0.37,0.38,2.53,0.394,0.009,1135,0
1136,1654734467,27.065,56.74,0,400,13074,19976,939.759,0.35,0.36,2.4,0.375,0.008,1136,0
1137,1654734468,27.063,56.05,0,400,13067,19961,939.759,0.34,0.35,2.34,0.365,0.008,1137,0
1138,1654734469,27.062,55.29,0,400,13065,19966,939.75,0.33,0.34,2.24,0.35,0.008,1138,0
1139,1654734470,27.061,54.62,0,400,13074,19971,939.747,0.32,0.33,2.2,0.343,0.008,1139,0
1140,1654734471,27.06,53.95,0,400,13065,19962,939.757,0.34,0.35,2.34,0.365,0.008,1140,0
1141,1654734472,27.059,53.39,0,400,13064,19959,939.754,0.34,0.36,2.36,0.369,0.008,1141,0
1142,1654734473,27.058,52.91,0,400,13065,19964,939.755,0.35,0.36,2.41,0.375,0.008,1142,0
1143,1654734474,27.056,52.15,1,400,13070,19969,939.754,0.35,0.36,2.42,0.377,0.009,1143,0
1144,1654734475,27.055,51.81,12,400,13068,19957,939.742,0.37,0.39,2.55,0.398,0.009,1144,0
1145,1654734476,27.054,51.54,7,400,13060,19953,939.746,0.37,0.39,2.57,0.4,0.009,1145,0
1146,1654734477,27.053,51.32,8,400,13060,19959,939.745,0.37,0.38,2.51,0.392,0.009,1146,0
1147,1654734478,27.051,50.87,13,400,13061,19947,939.746,0.36,0.37,2.48,0.387,0.009,1147,0
1148,1654734479,27.05,50.69,14,400,13064,19955,939.752,0.38,0.39,2.6,0.406,0.009,1148,0
1149,1654734480,27.049,50.48,14,400,13060,19948,939.769,0.38,0.4,2.63,0.411,0.009,1149,0
1150,1654734481,27.047,50.36,18,400,13060,19947,939.764,0.41,0.42,2.79,0.435,0.01,1150,0
1151,1654734482,27.046,50.23,17,400,13061,19950,939.771,0.41,0.42,2.8,0.437,0.01,1151,0
1152,1654734483,27.045,50.08,8,400,13060,19957,939.775,0.41,0.43,2.84,0.443,0.01,1152,0
1153,1654734484,27.044,49.99,12,400,13063,19948,939.792,0.41,0.42,2.81,0.438,0.01,1153,0
1154,1654734485,27.042,49.89,19,400,13059,19952,939.783,0.43,0.45,2.97,0.463,0.01,1154,0
1155,1654734486,27.041,49.8,19,400,13059,19951,939.777,0.43,0.45,2.98,0.465,0.011,1155,0
1156,1654734487,27.04,49.68,18,400,13059,19947,939.776,0.42,0.44,2.92,0.455,0.01,1156,0
1157,1654734488,27.038,49.64,12,400,13064,19959,939.777,0.41,0.43,2.85,0.445,0.01,1157,0
1158,1654734489,27.037,49.56,16,400,13063,19951,939.779,0.39,0.4,2.68,0.418,0.009,1158,0
1159,1654734490,27.035,49.46,11,400,13065,19956,939.779,0.38,0.4,2.63,0.409,0.009,1159,0
1160,1654734491,27.034,49.43,17,400,13056,19945,939.793,0.38,0.4,2.63,0.41,0.009,1160,0
1161,1654734492,27.033,49.36,11,400,13057,19947,939.79,0.39,0.4,2.66,0.415,0.009,1161,0
1162,1654734493,27.031,49.3,22,400,13056,19941,939.783,0.4,0.41,2.73,0.425,0.01,1162,0
1163,1654734494,27.03,49.16,42,400,13046,19934,939.785,0.39,0.41,2.71,0.423,0.01,1163,0
1164,1654734495,27.028,49.49,42,400,13044,19921,939.781,0.4,0.42,2.75,0.43,0.01,1164,0
1165,1654734496,27.027,50.16,38,400,13044,19929,939.784,0.4,0.42,2.75,0.429,0.01,1165,0
1166,1654734497,27.025,50.81,43,400,13045,19924,939.779,0.4,0.41,2.72,0.425,0.01,1166,0
1167,1654734498,27.024,51.44,41,400,13041,19926,939.787,0.38,0.39,2.61,0.407,0.009,1167,0
1168,1654734499,27.022,51.99,38,400,13036,19920,939.794,0.37,0.38,2.53,0.394,0.009,1168,0
1169,1654734500,27.021,52.92,33,400,13048,19936,939.8,0.37,0.38,2.53,0.395,0.009,1169,0
1170,1654734501,27.019,53.34,32,400,13048,19930,939.792,0.36,0.37,2.48,0.387,0.009,1170,0
1171,1654734502,27.018,53.97,35,400,13048,19926,939.797,0.36,0.37,2.45,0.382,0.009,1171,0
1172,1654734503,27.016,54.25,30,400,13047,19937,939.808,0.37,0.38,2.52,0.394,0.009,1172,0
1173,1654734504,27.015,54.53,20,400,13049,19945,939.804,0.37,0.38,2.51,0.392,0.009,1173,0
1174,1654734505,27.013,55.08,20,400,13057,19934,939.806,0.35,0.36,2.41,0.376,0.008,1174,0
1175,1654734506,27.012,55.29,29,400,13057,19941,939.797,0.33,0.34,2.28,0.355,0.008,1175,0
1176,1654734507,27.01,55.58,25,400,13062,19944,939.78,0.29,0.3,2.02,0.314,0.007,1176,0
1177,1654734508,27.009,55.68,32,400,13046,19932,939.782,0.28,0.29,1.92,0.3,0.007,1177,0
1178,1654734509,27.007,55.8,26,400,13053,19936,939.781,0.26,0.27,1.82,0.284,0.006,1178,0
1179,1654734510,27.005,55.92,29,400,13055,19932,939.772,0.27,0.28,1.86,0.29,0.007,1179,0
1180,1654734511,27.004,56.03,32,400,13057,19938,939.768,0.29,0.3,2.01,0.313,0.007,1180,0
1181,1654734512,27.002,56.11,12,400,13061,19950,939.779,0.31,0.32,2.11,0.328,0.007,1181,0
1182,1654734513,27.0,56.19,26,400,13055,19942,939.777,0.33,0.34,2.28,0.356,0.008,1182,0
1183,1654734514,26.999,56.35,17,400,13055,19939,939.779,0.34,0.36,2.37,0.369,0.008,1183,0
1184,1654734515,26.997,56.4,32,400,13057,19938,939.783,0.35,0.36,2.38,0.371,0.008,1184,0
1185,1654734516,26.995,56.43,21,400,13056,19938,939.787,0.35,0.36,2.4,0.374,0.008,1185,0
1186,1654734517,26.994,56.5,22,400,13056,19940,939.788,0.37,0.38,2.52,0.392,0.009,1186,0
1187,1654734518,26.992,56.71,0,400,13078,19963,939.779,0.38,0.39,2.59,0.404,0.009,1187,0
1188,1654734519,26.99,56.34,0,400,13080,19967,939.778,0.41,0.43,2.82,0.44,0.01,1188,0
1189,1654734520,26.989,54.97,0,400,13076,19962,939.782,0.44,0.45,3.0,0.468,0.011,1189,0
1190,1654734521,26.987,54.26,1,400,13078,19975,939.765,0.45,0.47,3.11,0.485,0.011,1190,0
1191,1654734522,26.985,53.66,10,400,13068,19955,939.768,0.47,0.49,3.23,0.503,0.011,1191,0
1192,1654734523,26.983,53.07,10,400,13069,19963,939.775,0.52,0.54,3.58,0.559,0.013,1192,0
1193,1654734524,26.982,52.57,13,400,13072,19958,939.77,0.54,0.56,3.71,0.579,0.013,1193,0
1194,1654734525,26.98,52.17,14,400,13070,19953,939.77,0.55,0.57,3.8,0.592,0.013,1194,0
1195,1654734526,26.978,51.78,9,400,13072,19964,939.773,0.55,0.57,3.77,0.588,0.013,1195,0
1196,1654734527,26.976,51.45,10,400,13069,19952,939.765,0.53,0.55,3.63,0.566,0.013,1196,0
1197,1654734528,26.975,51.2,12,400,13069,19960,939.769,0.52,0.54,3.58,0.558,0.013,1197,0
1198,1654734529,26.973,50.92,10,400,13071,19956,939.764,0.51,0.53,3.49,0.545,0.012,1198,0
1199,1654734530,26.971,50.69,17,400,13070,19943,939.753,0.5,0.51,3.41,0.532,0.012,1199,0
1200,1654734531,26.969,50.5,18,400,13062,19943,939.744,0.49,0.51,3.38,0.527,0.012,1200,0
1201,1654734532,26.967,50.28,11,400,13069,19956,939.746,0.48,0.5,3.32,0.518,0.012,1201,0
1202,1654734533,26.965,50.1,13,400,13070,19960,939.746,0.46,0.47,3.14,0.489,0.011,1202,0
1203,1654734534,26.964,49.95,4,400,13065,19950,939.752,0.44,0.46,3.03,0.472,0.011,1203,0
1204,1654734535,26.962,49.83,18,400,13061,19945,939.737,0.4,0.42,2.78,0.433,0.01,1204,0
1205,1654734536,26.96,49.74,20,400,13068,19946,939.736,0.38,0.4,2.65,0.413,0.009,1205,0
1206,1654734537,26.958,49.65,19,400,13061,19952,939.74,0.36,0.37,2.48,0.386,0.009,1206,0
1207,1654734538,26.956,49.55,3,400,13074,19962,939.749,0.36,0.37,2.48,0.387,0.009,1207,0
1208,1654734539,26.954,49.36,11,400,13070,19955,939.752,0.36,0.38,2.5,0.39,0.009,1208,0
1209,1654734540,26.952,49.3,17,400,13065,19948,939.763,0.39,0.4,2.65,0.414,0.009,1209,0
1210,1654734541,26.95,49.22,5,400,13074,19960,939.757,0.42,0.43,2.86,0.446,0.01,1210,0
1211,1654734542,26.948,49.13,12,400,13075,19957,939.753,0.42,0.44,2.91,0.454,0.01,1211,0
1212,1654734543,26.946,49.09,1,400,13071,19963,939.755,0.44,0.45,3.0,0.468,0.011,1212,0
1213,1654734544,26.944,49.06,7,400,13067,19948,939.747,0.43,0.45,2.99,0.467,0.011,1213,0
1214,1654734545,26.942,48.98,4,400,13077,19955,939.745,0.42,0.44,2.89,0.451,0.01,1214,0
1215,1654734546,26.94,48.84,37,400,13051,19931,939.749,0.42,0.43,2.87,0.447,0.01,1215,0
1216,1654734547,26.938,49.18,32,400,13050,19931,939.75,0.41,0.43,2.84,0.443,0.01,1216,0
1217,1654734548,26.936,49.82,26,400,13049,19930,939.745,0.41,0.42,2.79,0.435,0.01,1217,0
1218,1654734549,26.934,50.52,43,400,13046,19922,939.755,0.38,0.4,2.64,0.411,0.009,1218,0
1219,1654734550,26.932,51.11,36,400,13052,19927,939.756,0.38,0.39,2.59,0.404,0.009,1219,0
1220,1654734551,26.93,51.74,30,400,13055,19932,939.753,0.37,0.39,2.56,0.399,0.009,1220,0
1221,1654734552,26.928,52.23,32,400,13048,19919,939.737,0.38,0.39,2.61,0.407,0.009,1221,0
1222,1654734553,26.926,52.67,30,400,13052,19925,939.743,0.39,0.41,2.7,0.42,0.009,1222,0
1223,1654734554,26.924,53.05,31,400,13053,19932,939.742,0.39,0.41,2.69,0.419,0.009,1223,0
1224,1654734555,26.922,53.43,27,400,13056,19937,939.728,0.39,0.4,2.66,0.414,0.009,1224,0
1225,1654734556,26.92,53.77,22,400,13059,19941,939.735,0.38,0.4,2.63,0.41,0.009,1225,0
1226,1654734557,26.918,54.0,24,400,13061,19940,939.744,0.38,0.4,2.63,0.41,0.009,1226,0
1227,1654734558,26.916,54.28,30,400,13060,19942,939.741,0.37,0.39,2.56,0.399,0.009,1227,0
1228,1654734559,26.914,54.48,31,400,13058,19932,939.739,0.37,0.38,2.55,0.397,0.009,1228,0
1229,1654734560,26.911,54.7,33,400,13056,19937,939.743,0.36,0.37,2.46,0.383,0.009,1229,0
1230,1654734561,26.909,54.88,25,400,13056,19940,939.737,0.35,0.36,2.39,0.373,0.008,1230,0
1231,1654734562,26.907,55.03,27,400,13055,19927,939.734,0.34,0.36,2.37,0.369,0.008,1231,0
1232,1654734563,26.905,55.14,31,400,13057,19947,939.739,0.34,0.35,2.35,0.366,0.008,1232,0
1233,1654734564,26.903,55.29,29,400,13062,19935,939.742,0.35,0.36,2.4,0.374,0.008,1233,0
1234,1654734565,26.901,55.68,20,400,13059,19940,939.739,0.35,0.37,2.44,0.38,0.009,1234,0
1235,1654734566,26.898,55.93,24,400,13062,19947,939.754,0.34,0.35,2.35,0.367,0.008,1235,0
1236,1654734567,26.896,56.01,15,400,13064,19948,939.741,0.36,0.37,2.48,0.386,0.009,1236,0
1237,1654734568,26.894,56.08,31,400,13060,19936,939.744,0.37,0.39,2.56,0.399,0.009,1237,0
1238,1654734569,26.892,56.13,22,400,13071,19941,939.74,0.41,0.43,2.85,0.444,0.01,1238,0
1239,1654734570,26.89,56.17,28,400,13061,19935,939.738,0.44,0.46,3.03,0.473,0.011,1239,0
1240,1654734571,26.887,56.36,0,400,13084,19966,939.74,0.49,0.51,3.37,0.525,0.012,1240,0
1241,1654734572,26.885,55.94,0,400,13095,19981,939.723,0.5,0.52,3.46,0.54,0.012,1241,0
1242,1654734573,26.883,55.26,0,400,13085,19973,939.729,0.52,0.54,3.59,0.56,0.013,1242,0
1243,1654734574,26.88,54.51,0,400,13093,19970,939.726,0.52,0.54,3.59,0.56,0.013,1243,0
1244,1654734575,26.878,53.82,0,400,13080,19967,939.729,0.52,0.54,3.6,0.562,0.013,1244,0
1245,1654734576,26.876,53.23,0,400,13085,19971,939.729,0.53,0.55,3.62,0.565,0.013,1245,0
1246,1654734577,26.874,52.65,0,400,13075,19959,939.735,0.54,0.56,3.72,0.581,0.013,1246,0
1247,1654734578,26.871,52.19,7,400,13081,19964,939.721,0.56,0.58,3.87,0.604,0.014,1247,0
1248,1654734579,26.869,51.78,14,400,13083,19958,939.714,0.57,0.59,3.91,0.61,0.014,1248,0
1249,1654734580,26.867,51.48,18,400,13075,19953,939.715,0.57,0.59,3.92,0.611,0.014,1249,0
1250,1654734581,26.864,51.18,14,400,13076,19958,939.718,0.56,0.59,3.89,0.606,0.014,1250,0
1251,1654734582,26.862,50.87,13,400,13084,19961,939.717,0.56,0.58,3.82,0.596,0.013,1251,0
1252,1654734583,26.859,50.57,11,400,13073,19950,939.729,0.54,0.57,3.74,0.584,0.013,1252,0
1253,1654734584,26.857,50.39,7,400,13081,19957,939.73,0.52,0.54,3.58,0.558,0.013,1253,0
1254,1654734585,26.855,50.16,12,400,13075,19958,939.733,0.51,0.53,3.54,0.552,0.012,1254,0
1255,1654734586,26.852,50.0,6,400,13074,19950,939.718,0.5,0.52,3.43,0.535,0.012,1255,0
1256,1654734587,26.85,49.86,1,400,13081,19965,939.714,0.49,0.51,3.37,0.525,0.012,1256,0
1257,1654734588,26.847,49.74,15,400,13081,19954,939.716,0.48,0.5,3.28,0.511,0.012,1257,0
1258,1654734589,26.845,49.6,3,400,13080,19962,939.712,0.47,0.49,3.25,0.506,0.011,1258,0
1259,1654734590,26.843,49.46,16,400,13079,19952,939.712,0.45,0.47,3.11,0.484,0.011,1259,0
1260,1654734591,26.84,49.39,11,400,13074,19963,939.705,0.44,0.46,3.06,0.477,0.011,1260,0
1261,1654734592,26.838,49.29,22,400,13075,19946,939.709,0.43,0.45,2.96,0.462,0.01,1261,0
1262,1654734593,26.835,49.22,16,400,13078,19956,939.702,0.42,0.44,2.9,0.453,0.01,1262,0
1263,1654734594,26.833,49.08,14,400,13078,19957,939.709,0.42,0.44,2.91,0.454,0.01,1263,0
1264,1654734595,26.83,48.99,11,400,13078,19958,939.71,0.43,0.45,2.95,0.46,0.01,1264,0
1265,1654734596,26.828,48.92,15,400,13076,19958,939.715,0.43,0.45,2.98,0.465,0.01,1265,0
1266,1654734597,26.825,48.85,24,400,13075,19950,939.718,0.43,0.45,2.97,0.463,0.01,1266,0
1267,1654734598,26.823,48.81,24,400,13074,19948,939.736,0.43,0.45,2.98,0.464,0.01,1267,0
1268,1654734599,26.82,48.74,16,400,13072,19958,939.736,0.43,0.45,2.98,0.465,0.01,1268,0
1269,1654734600,26.817,48.61,36,400,13054,19928,939.74,0.44,0.46,3.05,0.475,0.011,1269,0
1270,1654734601,26.815,48.94,38,400,13055,19927,939.733,0.44,0.46,3.05,0.475,0.011,1270,0
1271,1654734602,26.812,49.63,35,400,13057,19923,939.726,0.45,0.47,3.11,0.485,0.011,1271,0
1272,1654734603,26.81,50.29,42,400,13061,19930,939.718,0.47,0.49,3.21,0.501,0.011,1272,0
1273,1654734604,26.807,50.96,38,400,13059,19933,939.73,0.5,0.52,3.47,0.541,0.012,1273,0
1274,1654734605,26.805,51.51,38,400,13061,19933,939.727,0.52,0.54,3.55,0.554,0.013,1274,0
1275,1654734606,26.802,52.03,33,400,13064,19943,939.722,0.53,0.55,3.68,0.573,0.013,1275,0
1276,1654734607,26.799,52.46,20,400,13061,19943,939.723,0.54,0.56,3.72,0.58,0.013,1276,0
1277,1654734608,26.797,52.88,22,400,13068,19947,939.714,0.54,0.56,3.71,0.579,0.013,1277,0
1278,1654734609,26.794,53.22,33,400,13070,19942,939.713,0.52,0.54,3.6,0.562,0.013,1278,0
1279,1654734610,26.791,53.53,24,400,13068,19954,939.71,0.52,0.54,3.56,0.556,0.013,1279,0
1280,1654734611,26.789,53.98,26,400,13066,19940,939.71,0.5,0.52,3.44,0.536,0.012,1280,0
1281,1654734612,26.786,54.21,30,400,13058,19936,939.703,0.5,0.52,3.41,0.532,0.012,1281,0
1282,1654734613,26.783,54.4,29,400,13071,19941,939.707,0.49,0.51,3.35,0.523,0.012,1282,0
1283,1654734614,26.781,54.58,16,400,13069,19941,939.696,0.46,0.48,3.17,0.495,0.011,1283,0
1284,1654734615,26.778,54.74,23,400,13068,19946,939.698,0.44,0.46,3.06,0.477,0.011,1284,0
1285,1654734616,26.775,54.9,16,400,13072,19947,939.703,0.42,0.43,2.86,0.446,0.01,1285,0
1286,1654734617,26.773,55.0,27,400,13071,19945,939.708,0.4,0.42,2.77,0.432,0.01,1286,0
1287,1654734618,26.77,55.14,22,400,13065,19944,939.71,0.39,0.41,2.71,0.422,0.01,1287,0
1288,1654734619,26.767,55.23,29,400,13069,19944,939.707,0.39,0.41,2.72,0.424,0.01,1288,0
1289,1654734620,26.764,55.32,14,400,13073,19957,939.706,0.39,0.4,2.66,0.414,0.009,1289,0
1290,1654734621,26.762,55.43,16,400,13070,19947,939.721,0.38,0.4,2.65,0.413,0.009,1290,0
1291,1654734622,26.759,55.52,20,400,13070,19952,939.721,0.38,0.39,2.61,0.407,0.009,1291,0
1292,1654734623,26.756,55.65,20,400,13069,19945,939.714,0.37,0.38,2.55,0.398,0.009,1292,0
1293,1654734624,26.753,55.74,12,400,13070,19952,939.709,0.39,0.4,2.68,0.418,0.009,1293,0
1294,1654734625,26.75,55.82,22,400,13069,19945,939.711,0.39,0.41,2.69,0.419,0.009,1294,0
1295,1654734626,26.748,55.96,19,400,13078,19957,939.71,0.39,0.41,2.69,0.419,0.009,1295,0
